teams,hid,hypothesis,timestamp,uid,tid,balance,investment,p_initial,p_new,shares
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 14:36:05,SKW3DNG0,2263,0,-18,.574,.48800001,34.431999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 20:52:19,RA4XN3BC,2343,78,-10,.48800001,.442,18.688999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 20:54:38,RA4XN3BC,2347,52,3,.442,.45500001,5.4390001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 20:55:47,RA4XN3BC,2349,50,-5,.45500001,.433,8.9940004
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 20:57:07,RA4XN3BC,2352,40,-5,.433,.412,8.6569996
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 20:57:27,RA4XN3BC,2353,35,-5,.412,.39199999,8.3590002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 21:55:17,UG9MPR9Z,2376,95,5,.39199999,.421,12.298
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 21:59:10,UG9MPR9Z,2381,67,8,.421,.46599999,18.033001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-12 08:54:38,DG6FS9PS,2407,25,25,.46599999,.58399999,47.597
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:01:29,BLRDNJ4Q,15,60,-20,.5,.40900001,36.659
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:02:02,BLRDNJ4Q,17,40,-40,.40900001,.27399999,60.578999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:02:57,BLRDNJ4Q,20,0,60,.27399999,.5,97.237999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:03:09,BLRDNJ4Q,22,60,-20,.5,.40900001,36.659
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:07:54,UAA2SLBL,53,49,-2,.40900001,.40099999,3.3629999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:09:42,CA0FXXX5,56,100,-1,.40099999,.39700001,1.665
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:12:59,BLRDNJ4Q,66,0,1,.39700001,.40099999,1.665
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:13:03,BLRDNJ4Q,67,1,-1,.40099999,.39700001,1.665
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:20:20,UAA2SLBL,79,3,-3,.39700001,.38600001,4.9289999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:30:12,BLRDNJ4Q,96,0,10,.38600001,.426,16.826
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:30:51,BLRDNJ4Q,99,0,10,.426,.47099999,18.129
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:31:34,BLRDNJ4Q,101,0,1,.47099999,.479,3.3929999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:31:54,CA0FXXX5,103,48,-1,.479,.47499999,1.9119999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:32:12,BLRDNJ4Q,104,.092,-1,.47499999,.46900001,2.0699999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:41:03,EC6JRZIK,124,95,-20,.46900001,.384,34.874001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 16:53:21,EC6JRZIK,142,65,-20,.384,.315,30.719999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 18:12:36,URUAQGH3,189,86,5,.315,.34799999,15.095
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 18:14:26,URUAQGH3,196,33,10,.34799999,.41,26.400999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 18:15:11,URUAQGH3,201,3,3,.41,.428,7.1630001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 20:49:02,ZIAKNSK8,332,100,1,.428,.433,2.323
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-02 20:49:09,ZIAKNSK8,333,99,-1,.433,.428,2.323
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 02:04:50,JI6K9ZCK,399,100,-30,.428,.317,47.695999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 02:52:26,OV6XZ01M,408,51,10,.317,.382,28.672001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 02:54:08,OV6XZ01M,413,10,10,.382,.44100001,24.333
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 02:55:03,OV6XZ01M,414,0,-2,.44100001,.42899999,4.598
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 02:55:50,OV6XZ01M,415,2,2,.42899999,.44100001,4.598
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 08:17:01,RG8NXWOZ,490,61,-3,.44100001,.428,5.3010001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 08:18:00,RG8NXWOZ,496,44,-2,.428,.419,3.4679999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 08:56:24,BLRDNJ4Q,510,.68800002,1,.419,.42500001,2.2249999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 08:56:39,BLRDNJ4Q,511,.13,-1,.42500001,.419,2.2249999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 09:04:51,V0JJDTMJ,513,80,-50,.419,.25400001,74.988998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 09:05:27,V0JJDTMJ,514,30,-10,.25400001,.23,13.192
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 09:16:25,I5MM4SP4,526,30,5,.23,.26800001,20.122999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 09:18:55,Y8W2S5P6,532,90,10,.26800001,.33700001,33.151001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 09:37:15,RG8NXWOZ,543,21,-1,.33700001,.33399999,1.505
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:03:28,TL46PFWK,553,8,8,.33399999,.38499999,22.268999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:06:05,2JVEZQBI,554,100,1,.38499999,.391,2.576
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:07:06,2JVEZQBI,555,99,9,.391,.44400001,21.568001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:07:31,2JVEZQBI,556,90,9,.44400001,.49200001,19.25
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:10:30,2JVEZQBI,564,77,-9,.49200001,.44400001,19.25
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:16:36,894SMERP,574,100,-10,.44400001,.40099999,17.313999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 10:16:53,2JVEZQBI,575,63,5,.40099999,.43099999,12.02
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 13:58:13,5PZZHA8S,634,32,5,.43099999,.458,11.25
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 13:58:27,5PZZHA8S,635,27,-2,.458,.447,4.4159999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 14:08:46,R3Z3KKN9,643,70,-10,.447,.405,17.423
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 14:36:27,1V1VYW62,654,100,6,.405,.44,14.214
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 14:36:43,364DM9BK,657,92,-1,.44,.435,1.777
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 14:43:19,364DM9BK,670,43.000999,-4,.435,.41800001,6.9759998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 15:47:11,DHBRH9ZM,676,96,2,.41800001,.43000001,4.7189999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 15:51:09,DHBRH9ZM,677,94,-6,.43000001,.40200001,11.497
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 16:25:17,894SMERP,680,70,-10,.40200001,.36300001,16.193001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 16:41:00,EU8JCEPT,683,100,-1,.36300001,.36000001,1.567
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 17:06:53,EU8JCEPT,717,64.999001,-5,.36000001,.34200001,7.7049999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 17:07:03,EU8JCEPT,718,59.999001,-5,.34200001,.32600001,7.507
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 18:20:31,VV2LJBKR,757,53,-10,.32600001,.29499999,14.492
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 21:44:21,DHBRH9ZM,806,52,-30,.29499999,.21799999,40.278
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-03 21:52:24,DHBRH9ZM,812,15,-15,.21799999,.18799999,18.815001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-04 02:08:54,WFKSIG5N,831,20,-20,.18799999,.154,24.107
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-04 06:06:56,1V1VYW62,832,62,5,.154,.19499999,28.77
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-04 12:16:09,UHD180K9,854,20,5,.19499999,.234,23.336
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-04 17:05:57,WFKSIG5N,867,15,-15,.234,.20200001,19.174999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-04 19:11:10,364DM9BK,884,23.002001,-3,.20200001,.19599999,3.744
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-05 16:42:29,RG8NXWOZ,902,10,-3,.19599999,.19,3.717
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-05 21:17:25,TM41ZSHI,908,20,10,.19,.26699999,44.063999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-05 21:17:50,TM41ZSHI,909,10,-20,.26699999,.17200001,56.271
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 06:39:05,NF615CCR,934,100,10,.17200001,.25099999,47.743
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 06:42:35,NF615CCR,939,30,20,.25099999,.38699999,63.299
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 09:28:49,2JVEZQBI,1045,37,10,.38699999,.44499999,24.068001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 10:34:30,UHD180K9,1102,0,-5,.44499999,.41600001,11.611
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 10:39:07,UHD180K9,1105,5,-5,.41600001,.38699999,12.188
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 10:45:03,UHD180K9,1111,14.433,-5,.38699999,.368,8.0340004
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 11:31:04,E6S8LAPB,1128,40,10,.368,.428,25.122
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 12:00:42,1V1VYW62,1171,49,5,.428,.456,11.305
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 12:05:29,ZEMG9K2L,1177,30,-10,.456,.41299999,17.681999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 13:30:53,VV2LJBKR,1239,4,-4,.41299999,.39700001,6.7199998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:06:37,R3Z3KKN9,1325,35,-5,.39700001,.377,8.1560001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:21:45,WLT6VQ1M,1344,60,-10,.377,.34099999,15.606
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:38:18,364DM9BK,1367,9.8459997,9,.34099999,.37599999,15.037
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:46:51,DYW9BUWN,1374,65,5,.37599999,.40599999,12.784
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:51:38,DYW9BUWN,1377,60,-5,.40599999,.37599999,12.784
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 14:53:49,00LFTCUH,1379,90,10,.37599999,.435,24.665001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 15:32:26,DYW9BUWN,1383,55,20,.435,.53799999,41.115002
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 15:36:48,R3Z3KKN9,1387,10,-10,.53799999,.48699999,20.497999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 15:37:14,DYW9BUWN,1388,0,-15,.48699999,.403,33.728001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 16:38:30,TDPUSV0F,1425,100,51,.403,.64200002,97.419998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 16:45:49,ZIAKNSK8,1443,94.921997,-1,.64200002,.63499999,2.767
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 16:57:57,ZIAKNSK8,1445,93.921997,-2,.63499999,.62300003,5.3920002
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 17:05:37,ZIAKNSK8,1459,76.921997,-7,.62300003,.58099997,17.583
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 17:51:09,ZIAKNSK8,1491,46.922001,-10,.58099997,.52499998,22.379999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 19:57:40,OFQAMMWQ,1530,75,-10,.52499998,.47499999,20.018
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-06 22:44:22,5V8F6GKM,1564,30,20,.47499999,.57099998,38.231998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 09:05:54,DYW9BUWN,1653,.48300001,-4,.57099998,.55299997,7.1199999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 13:59:09,DYW9BUWN,1699,4.4770002,-4,.55299997,.53100002,8.677
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 15:17:17,WASM5XE4,1714,80,10,.53100002,.57599998,18.056
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 15:33:41,E3BL2V48,1718,5,-5,.57599998,.54799998,11.416
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 16:39:23,LJ4L9U3A,1730,80,10,.54799998,.59100002,17.558001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 16:42:36,LJ4L9U3A,1736,40,-20,.59100002,.49599999,38.474998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 16:43:01,LJ4L9U3A,1737,40,-10,.49599999,.449,18.945999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 18:37:38,XKQGDLEU,1752,76,-4,.449,.43099999,7.1409998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 22:40:25,2U8NXHFY,1811,100,-15,.43099999,.37099999,25.032
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 22:46:58,2U8NXHFY,1821,35,-35,.37099999,.26100001,51.056999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-07 22:47:47,2U8NXHFY,1822,0,10,.26100001,.289,13.794
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 07:31:51,2JVEZQBI,1835,2,-30,.289,.155,79.457001
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 07:32:06,2JVEZQBI,1836,.02,32,.155,.303,86.213997
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 07:32:41,2JVEZQBI,1840,4,4,.303,.33000001,12.636
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 10:03:03,R3Z3KKN9,1845,15,-6,.33000001,.31099999,8.8319998
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 15:55:18,ZBKIBDAL,1859,60,20,.31099999,.43599999,53.747002
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-08 20:05:26,TM62SE1G,1926,45,5,.43599999,.463,11.118
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-09 07:45:33,Y8W2S5P6,1954,25,-14,.463,.38299999,33.152
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-09 08:54:12,DYW9BUWN,1964,.138,8,.38299999,.41999999,15.444
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-09 08:54:59,DYW9BUWN,1968,5.3520002,-5,.41999999,.39399999,10.537
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-09 12:03:17,VEH4PKX3,1986,16,7,.39399999,.435,16.875999
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-09 20:20:44,894SMERP,2045,60,-30,.435,.32300001,48.219002
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-10 19:02:52,LJ4L9U3A,2117,4,-4,.32300001,.31,5.849
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-11 12:36:39,364DM9BK,2205,.95099998,-2,.31,.301,4.289
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-11 12:39:27,364DM9BK,2212,2.5109999,-2,.301,.29499999,2.848
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-11 12:55:19,BA0YUVWQ,2224,10,10,.29499999,.36199999,30.507
Non-Team,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",2019-05-11 13:09:44,S32PZ1TC,2244,10,-10,.36199999,.32699999,15.257
