teams,uid,hid,hypothesis,shares
Team Members,QW96KSO3,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,QW96KSO3,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",42.431999
Team Members,QW96KSO3,6,"Negative Effect of Losses in VMPFC, Equal Range Group",25.525999
Team Members,QW96KSO3,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,QW96KSO3,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,QW96KSO3,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,R52UWQ99,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",30.125999
Team Members,R52UWQ99,2,"Positive Effect of Gains in VMPFC, Equal Range Group",7.447
Team Members,R52UWQ99,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",18.899
Team Members,R52UWQ99,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",12.415
Team Members,R52UWQ99,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",31.334
Team Members,R52UWQ99,6,"Negative Effect of Losses in VMPFC, Equal Range Group",8.3870001
Team Members,R52UWQ99,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",27.334
Team Members,R52UWQ99,8,"Positive Effect of Losses in Amygdala, Equal Range Group",3.7090001
Team Members,R52UWQ99,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",32.424999
Team Members,RCO4BDT4,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",2.668
Team Members,RCO4BDT4,2,"Positive Effect of Gains in VMPFC, Equal Range Group",34.346001
Team Members,RCO4BDT4,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",3.4860001
Team Members,RCO4BDT4,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",31.518999
Team Members,RCO4BDT4,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",9.8839998
Team Members,RCO4BDT4,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-7.0040002
Team Members,RCO4BDT4,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-7.3979998
Team Members,RCO4BDT4,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-7.375
Team Members,RCO4BDT4,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-8.5869999
Team Members,SGHP5NOH,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",18.268
Team Members,SGHP5NOH,2,"Positive Effect of Gains in VMPFC, Equal Range Group",.278
Team Members,SGHP5NOH,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",14.432
Team Members,SGHP5NOH,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,SGHP5NOH,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",28.705
Team Members,SGHP5NOH,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,SGHP5NOH,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-12.749
Team Members,SGHP5NOH,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-6.2210002
Team Members,SGHP5NOH,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",24.193001
Team Members,SI0E2ZWJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",27.385
Team Members,SI0E2ZWJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,SI0E2ZWJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",45.484001
Team Members,SI0E2ZWJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,SI0E2ZWJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",54.372002
Team Members,SI0E2ZWJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,SI0E2ZWJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,SI0E2ZWJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,SI0E2ZWJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,SSO51XBQ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,SSO51XBQ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,SSO51XBQ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,SSO51XBQ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,SSO51XBQ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,SSO51XBQ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,SSO51XBQ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,SSO51XBQ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,SSO51XBQ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,SYECG1J5,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-69.036003
Team Members,SYECG1J5,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,SYECG1J5,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-33.015999
Team Members,SYECG1J5,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,SYECG1J5,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-314.04401
Team Members,SYECG1J5,6,"Negative Effect of Losses in VMPFC, Equal Range Group",.62699997
Team Members,SYECG1J5,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",139.61099
Team Members,SYECG1J5,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-.22400001
Team Members,SYECG1J5,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-2.309
Team Members,TEPVJ3NH,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,TEPVJ3NH,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,TEPVJ3NH,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",194.23199
Team Members,TEPVJ3NH,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,TEPVJ3NH,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,TEPVJ3NH,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,TEPVJ3NH,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,TEPVJ3NH,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,TEPVJ3NH,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,TNY0I90N,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",58.188999
Team Members,TNY0I90N,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,TNY0I90N,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,TNY0I90N,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,TNY0I90N,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",40.950001
Team Members,TNY0I90N,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,TNY0I90N,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,TNY0I90N,8,"Positive Effect of Losses in Amygdala, Equal Range Group",30.965
Team Members,TNY0I90N,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",47.553001
Team Members,TR9240RA,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",28.658001
Team Members,TR9240RA,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-1.1210001
Team Members,TR9240RA,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,TR9240RA,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-1.7079999
Team Members,TR9240RA,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",70.538002
Team Members,TR9240RA,6,"Negative Effect of Losses in VMPFC, Equal Range Group",.23999999
Team Members,TR9240RA,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,TR9240RA,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,TR9240RA,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.67500001
Team Members,U93VJXEP,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-3.0450001
Team Members,U93VJXEP,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-8.1739998
Team Members,U93VJXEP,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-6.5890002
Team Members,U93VJXEP,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-6.671
Team Members,U93VJXEP,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",3.51
Team Members,U93VJXEP,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-6.8800001
Team Members,U93VJXEP,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-3.6110001
Team Members,U93VJXEP,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-3.8710001
Team Members,U93VJXEP,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-3.46
Team Members,UI5OSPP3,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-3.0669999
Team Members,UI5OSPP3,2,"Positive Effect of Gains in VMPFC, Equal Range Group",13.002
Team Members,UI5OSPP3,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-3.563
Team Members,UI5OSPP3,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-4.8390002
Team Members,UI5OSPP3,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-8.8950005
Team Members,UI5OSPP3,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-4.2589998
Team Members,UI5OSPP3,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-6.5050001
Team Members,UI5OSPP3,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-8.2950001
Team Members,UI5OSPP3,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-1.271
Team Members,V1F8P236,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",24.989
Team Members,V1F8P236,2,"Positive Effect of Gains in VMPFC, Equal Range Group",3.2479999
Team Members,V1F8P236,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",38.074001
Team Members,V1F8P236,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",35.560001
Team Members,V1F8P236,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",6.914
Team Members,V1F8P236,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-2.6259999
Team Members,V1F8P236,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-14.417
Team Members,V1F8P236,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-15.883
Team Members,V1F8P236,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-12.627
Team Members,VK9IQ0M8,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",32.013
Team Members,VK9IQ0M8,2,"Positive Effect of Gains in VMPFC, Equal Range Group",2.0940001
Team Members,VK9IQ0M8,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",2.562
Team Members,VK9IQ0M8,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",2.303
Team Members,VK9IQ0M8,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",34.165001
Team Members,VK9IQ0M8,6,"Negative Effect of Losses in VMPFC, Equal Range Group",8.2299995
Team Members,VK9IQ0M8,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",45.037998
Team Members,VK9IQ0M8,8,"Positive Effect of Losses in Amygdala, Equal Range Group",77.101997
Team Members,VK9IQ0M8,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",84.984001
Team Members,VSNS90C6,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-52.960999
Team Members,VSNS90C6,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-52.294998
Team Members,VSNS90C6,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-102.47
Team Members,VSNS90C6,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,VSNS90C6,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-529.67401
Team Members,VSNS90C6,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-29.886
Team Members,VSNS90C6,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",19.362
Team Members,VSNS90C6,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-6.5419998
Team Members,VSNS90C6,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-.491
Team Members,VT6XJXXN,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",23.719999
Team Members,VT6XJXXN,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,VT6XJXXN,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-21.841
Team Members,VT6XJXXN,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-30.487
Team Members,VT6XJXXN,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",20.870001
Team Members,VT6XJXXN,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,VT6XJXXN,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-16.957001
Team Members,VT6XJXXN,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-16.983999
Team Members,VT6XJXXN,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-16.264
Team Members,VUX5MZZI,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",20.863001
Team Members,VUX5MZZI,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-26.434
Team Members,VUX5MZZI,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",22.399
Team Members,VUX5MZZI,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",23.077999
Team Members,VUX5MZZI,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",16.877001
Team Members,VUX5MZZI,6,"Negative Effect of Losses in VMPFC, Equal Range Group",7.5970001
Team Members,VUX5MZZI,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-13.106
Team Members,VUX5MZZI,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-13.918
Team Members,VUX5MZZI,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-11.101
Team Members,W3QQGBED,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",5.6599998
Team Members,W3QQGBED,2,"Positive Effect of Gains in VMPFC, Equal Range Group",22.351
Team Members,W3QQGBED,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",11.833
Team Members,W3QQGBED,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-.001
Team Members,W3QQGBED,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",10.847
Team Members,W3QQGBED,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,W3QQGBED,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-6.1810002
Team Members,W3QQGBED,8,"Positive Effect of Losses in Amygdala, Equal Range Group",14.129
Team Members,W3QQGBED,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-60.799
Team Members,X1BQVVDM,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",.48800001
Team Members,X1BQVVDM,2,"Positive Effect of Gains in VMPFC, Equal Range Group",67.921997
Team Members,X1BQVVDM,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-86.096001
Team Members,X1BQVVDM,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-65.916
Team Members,X1BQVVDM,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",.12899999
Team Members,X1BQVVDM,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,X1BQVVDM,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,X1BQVVDM,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,X1BQVVDM,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-13.454
Team Members,XKCTSAFQ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,XKCTSAFQ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,XKCTSAFQ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,XKCTSAFQ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,XKCTSAFQ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,XKCTSAFQ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,XKCTSAFQ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,XKCTSAFQ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,XKCTSAFQ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,XLIF9C38,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",.37099999
Team Members,XLIF9C38,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-.32699999
Team Members,XLIF9C38,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,XLIF9C38,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,XLIF9C38,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",80.907997
Team Members,XLIF9C38,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,XLIF9C38,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-31.688
Team Members,XLIF9C38,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-5.3410001
Team Members,XLIF9C38,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",.713
Team Members,XLW8525N,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-50.346001
Team Members,XLW8525N,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-9.4069996
Team Members,XLW8525N,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",-8.158
Team Members,XLW8525N,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-6.3850002
Team Members,XLW8525N,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-77.904999
Team Members,XLW8525N,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-24.278999
Team Members,XLW8525N,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-12.157
Team Members,XLW8525N,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-13.275
Team Members,XLW8525N,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-31.540001
Team Members,XOSQ3HI9,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-146.95399
Team Members,XOSQ3HI9,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-.001
Team Members,XOSQ3HI9,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,XOSQ3HI9,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,XOSQ3HI9,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-.0089999996
Team Members,XOSQ3HI9,6,"Negative Effect of Losses in VMPFC, Equal Range Group",81.926003
Team Members,XOSQ3HI9,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",.003
Team Members,XOSQ3HI9,8,"Positive Effect of Losses in Amygdala, Equal Range Group",.001
Team Members,XOSQ3HI9,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",.001
Team Members,YMC8I53A,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",30.735001
Team Members,YMC8I53A,2,"Positive Effect of Gains in VMPFC, Equal Range Group",14.096
Team Members,YMC8I53A,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",14.171
Team Members,YMC8I53A,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",12.78
Team Members,YMC8I53A,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",50.84
Team Members,YMC8I53A,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,YMC8I53A,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,YMC8I53A,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,YMC8I53A,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,YW8PCBMQ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,YW8PCBMQ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,YW8PCBMQ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,YW8PCBMQ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,YW8PCBMQ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,YW8PCBMQ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,YW8PCBMQ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,YW8PCBMQ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,YW8PCBMQ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,Z65ZIWMT,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",-39.254002
Team Members,Z65ZIWMT,2,"Positive Effect of Gains in VMPFC, Equal Range Group",0
Team Members,Z65ZIWMT,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,Z65ZIWMT,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-11.926
Team Members,Z65ZIWMT,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",-86.025002
Team Members,Z65ZIWMT,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-25.187
Team Members,Z65ZIWMT,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-12.264
Team Members,Z65ZIWMT,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-24.482
Team Members,Z65ZIWMT,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-12.237
Team Members,ZFK1YIBJ,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",99.014
Team Members,ZFK1YIBJ,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-21.819
Team Members,ZFK1YIBJ,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",.001
Team Members,ZFK1YIBJ,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",-44.062
Team Members,ZFK1YIBJ,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",0
Team Members,ZFK1YIBJ,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-11.673
Team Members,ZFK1YIBJ,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,ZFK1YIBJ,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,ZFK1YIBJ,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",.001
Team Members,ZG3QR5WU,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",43.728001
Team Members,ZG3QR5WU,2,"Positive Effect of Gains in VMPFC, Equal Range Group",-20.181
Team Members,ZG3QR5WU,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",28.257999
Team Members,ZG3QR5WU,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,ZG3QR5WU,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",26.392
Team Members,ZG3QR5WU,6,"Negative Effect of Losses in VMPFC, Equal Range Group",-19.278999
Team Members,ZG3QR5WU,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",-3.4319999
Team Members,ZG3QR5WU,8,"Positive Effect of Losses in Amygdala, Equal Range Group",-6.3049998
Team Members,ZG3QR5WU,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",-13.276
Team Members,ZQXZ4M26,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",0
Team Members,ZQXZ4M26,2,"Positive Effect of Gains in VMPFC, Equal Range Group",133.75999
Team Members,ZQXZ4M26,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",0
Team Members,ZQXZ4M26,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",0
Team Members,ZQXZ4M26,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",54
Team Members,ZQXZ4M26,6,"Negative Effect of Losses in VMPFC, Equal Range Group",0
Team Members,ZQXZ4M26,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,ZQXZ4M26,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,ZQXZ4M26,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",0
Team Members,ZYP9XYEN,1,"Positive Effect of Gains in VMPFC, Equal Indifference Group",18.778999
Team Members,ZYP9XYEN,2,"Positive Effect of Gains in VMPFC, Equal Range Group",37.874001
Team Members,ZYP9XYEN,3,"Positive Effect of Gains in Ventral Striatum, Equal Indifference Group",6.6100001
Team Members,ZYP9XYEN,4,"Positive Effect of Gains in Ventral Striatum, Equal Range Group",60.881001
Team Members,ZYP9XYEN,5,"Negative Effect of Losses in VMPFC, Equal Indifference Group",16.629
Team Members,ZYP9XYEN,6,"Negative Effect of Losses in VMPFC, Equal Range Group",6.4380002
Team Members,ZYP9XYEN,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",0
Team Members,ZYP9XYEN,8,"Positive Effect of Losses in Amygdala, Equal Range Group",0
Team Members,ZYP9XYEN,9,"Greater Positive Effect of Losses in Amygdala, Equal Range vs. Equal Indifference",4.1360002
